lambda_1,lambda_2,lambda_3,x_opt_1,x_opt_2,x_opt_3
0.6234028935042039,0.22747085110029955,0.1491262553954968,-1.5624671600207996,-1.5624673044078878,-1.5624673119760686
0.5062753311141532,0.23434718155505505,0.25937748733079175,-1.5342241638081593,-1.5342241798162068,-1.5342241288752787
0.002828697952454051,0.33941263448514775,0.6577586675623982,-1.5649706772088128,-1.5649706651986344,-1.5649706621013253
0.06023246211243235,0.5621150050608336,0.3776525328267341,-1.8723346305520954,-1.8723346195176414,-1.872334620170971
0.3797574554925709,0.06573982435712873,0.5545027201503004,-1.337741285311081,-1.3377412738613699,-1.337741291100405
0.4160583651333689,0.41948238231174007,0.164459252554891,-2.0,-2.0,-2.0
0.290956086622714,0.31310621373646635,0.3959376996408196,-1.5993004158930033,-1.599300458668846,-1.599300348552359
0.7631704003629128,0.18100185375153627,0.055827745885551075,-1.3959508668319058,-1.3959507311000163,-1.3959507149960575
0.014847021051564704,0.1525852148522026,0.8325677640962327,-1.4340584510254315,-1.4340588453710912,-1.434058825390912
0.2968718991934678,0.38127318654583847,0.32185491426069374,-1.7159059054026793,-1.7159059214528602,-1.7159059365729739
